case:concept:name,CustomerID,BankerID,Loan Amount,Interest Rate,lifecycle:transition,Activity,EmpCntDa,CusToMo,EmpToMo,AVGIR,CusMoID,EmpMoID,EmpDayID
235,1,73,67051,0,7.2.2020,Record Loan Application Information,0,181860,543807,4.6,Customer1-2,Banker73-2,Banker73-27
235,1,73,67051,0,7.2.2020,Check Amount Legality,0,181860,543807,4.6,Customer1-2,Banker73-2,Banker73-27
235,1,73,67051,0,7.2.2020,Client Assessment,0,181860,543807,4.6,Customer1-2,Banker73-2,Banker73-27
235,1,73,67051,0,7.2.2020,Cancel Request,0,181860,543807,4.6,Customer1-2,Banker73-2,Banker73-27
236,1,72,0,0,7.2.2020,Request Loan,0,181860,444315,4.3,Customer1-2,Banker72-2,Banker72-27
236,1,72,0,0,7.2.2020,Check Employee Eligibility,0,181860,444315,4.3,Customer1-2,Banker72-2,Banker72-27
236,1,72,27599,0,7.2.2020,Record Loan Application Information,0,181860,444315,4.3,Customer1-2,Banker72-2,Banker72-27
236,1,72,27599,0,7.2.2020,Check Amount Legality,0,181860,444315,4.3,Customer1-2,Banker72-2,Banker72-27
236,1,72,27599,0,7.2.2020,Client Assessment,0,181860,444315,4.3,Customer1-2,Banker72-2,Banker72-27
236,1,72,27599,0,7.2.2020,Cancel Request,0,181860,444315,4.3,Customer1-2,Banker72-2,Banker72-27
237,4,73,0,0,7.2.2020,Request Loan,0,89724,543807,4.6,Customer4-2,Banker73-2,Banker73-27
237,4,73,0,0,7.2.2020,Check Employee Eligibility,0,89724,543807,4.6,Customer4-2,Banker73-2,Banker73-27
237,4,73,67193,0,7.2.2020,Record Loan Application Information,0,89724,543807,4.6,Customer4-2,Banker73-2,Banker73-27
237,4,73,67193,0,7.2.2020,Check Amount Legality,0,89724,543807,4.6,Customer4-2,Banker73-2,Banker73-27
237,4,73,67193,0,7.2.2020,Client Assessment,0,89724,543807,4.6,Customer4-2,Banker73-2,Banker73-27
237,4,73,67193,1,7.2.2020,Setup Loan Contract,0,89724,543807,4.6,Customer4-2,Banker73-2,Banker73-27
237,4,73,67193,1,7.2.2020,Check Interest Rate Average,0,89724,543807,4.6,Customer4-2,Banker73-2,Banker73-27
237,4,73,67193,1,7.2.2020,Sign Loan Contract,0,89724,543807,4.6,Customer4-2,Banker73-2,Banker73-27
237,4,73,67193,1,7.2.2020,disbursement,1,156917,611000,4.3,Customer4-2,Banker73-2,Banker73-27
238,4,72,0,0,7.2.2020,Request Loan,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
238,4,72,0,0,7.2.2020,Check Employee Eligibility,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
238,4,72,53436,0,7.2.2020,Record Loan Application Information,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
238,4,72,53436,0,7.2.2020,Check Amount Legality,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
238,4,72,53436,0,7.2.2020,Client Assessment,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
238,4,72,53436,0,7.2.2020,Cancel Request,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,0,0,7.2.2020,Request Loan,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,0,0,7.2.2020,Check Employee Eligibility,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,35134,0,7.2.2020,Record Loan Application Information,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,35134,0,7.2.2020,Check Amount Legality,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,35134,0,7.2.2020,Client Assessment,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,35134,4,7.2.2020,Setup Loan Contract,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,35134,4,7.2.2020,Check Interest Rate Average,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,35134,4,7.2.2020,Sign Loan Contract,0,156917,444315,4.3,Customer4-2,Banker72-2,Banker72-27
239,4,72,35134,4,7.2.2020,disbursement,1,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-27
240,6,73,0,0,7.2.2020,Request Loan,1,168741,611000,4.3,customer6-2,Banker73-2,Banker73-27
240,6,73,0,0,7.2.2020,Check Employee Eligibility,1,168741,611000,4.3,customer6-2,Banker73-2,Banker73-27
240,6,73,53433,0,7.2.2020,Record Loan Application Information,1,168741,611000,4.3,customer6-2,Banker73-2,Banker73-27
240,6,73,53433,0,7.2.2020,Check Amount Legality,1,168741,611000,4.3,customer6-2,Banker73-2,Banker73-27
240,6,73,53433,0,7.2.2020,Client Assessment,1,168741,611000,4.3,customer6-2,Banker73-2,Banker73-27
240,6,73,53433,0,7.2.2020,Cancel Request,1,168741,611000,4.3,customer6-2,Banker73-2,Banker73-27
241,3,73,0,0,7.2.2020,Request Loan,1,156787,611000,4.3,Customer3-2,Banker73-2,Banker73-27
241,3,73,0,0,7.2.2020,Check Employee Eligibility,1,156787,611000,4.3,Customer3-2,Banker73-2,Banker73-27
241,3,73,42707,0,7.2.2020,Record Loan Application Information,1,156787,611000,4.3,Customer3-2,Banker73-2,Banker73-27
241,3,73,42707,0,7.2.2020,Check Amount Legality,1,156787,611000,4.3,Customer3-2,Banker73-2,Banker73-27
241,3,73,42707,0,7.2.2020,Client Assessment,1,156787,611000,4.3,Customer3-2,Banker73-2,Banker73-27
241,3,73,42707,6,7.2.2020,Setup Loan Contract,1,156787,611000,4.3,Customer3-2,Banker73-2,Banker73-27
241,3,73,42707,6,7.2.2020,Check Interest Rate Average,1,156787,611000,4.3,Customer3-2,Banker73-2,Banker73-27
241,3,73,42707,6,7.2.2020,Sign Loan Contract,1,156787,611000,4.3,Customer3-2,Banker73-2,Banker73-27
241,3,73,42707,6,7.2.2020,disbursement,2,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-27
242,5,73,0,0,7.2.2020,Request Loan,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
242,5,73,0,0,7.2.2020,Check Employee Eligibility,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
242,5,73,58772,0,7.2.2020,Record Loan Application Information,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
242,5,73,58772,0,7.2.2020,Check Amount Legality,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
242,5,73,58772,0,7.2.2020,Client Assessment,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
242,5,73,58772,0,7.2.2020,Cancel Request,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
243,4,73,0,0,7.2.2020,Request Loan,2,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-27
243,4,73,0,0,7.2.2020,Check Employee Eligibility,2,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-27
243,4,73,44076,0,7.2.2020,Record Loan Application Information,2,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-27
243,4,73,44076,0,7.2.2020,Check Amount Legality,2,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-27
243,4,73,44076,0,7.2.2020,Client Assessment,2,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-27
243,4,73,44076,0,7.2.2020,Cancel Request,2,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-27
244,1,72,0,0,7.2.2020,Request Loan,1,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-27
244,1,72,0,0,7.2.2020,Check Employee Eligibility,1,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-27
244,1,72,64667,0,7.2.2020,Record Loan Application Information,1,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-27
244,1,72,64667,0,7.2.2020,Check Amount Legality,1,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-27
244,1,72,64667,0,7.2.2020,Client Assessment,1,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-27
244,1,72,64667,0,7.2.2020,Cancel Request,1,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-27
245,6,72,0,0,7.2.2020,Request Loan,1,168741,479449,4.2,customer6-2,Banker72-2,Banker72-27
245,6,72,0,0,7.2.2020,Check Employee Eligibility,1,168741,479449,4.2,customer6-2,Banker72-2,Banker72-27
245,6,72,65631,0,7.2.2020,Record Loan Application Information,1,168741,479449,4.2,customer6-2,Banker72-2,Banker72-27
245,6,72,65631,0,7.2.2020,Check Amount Legality,1,168741,479449,4.2,customer6-2,Banker72-2,Banker72-27
245,6,72,65631,0,7.2.2020,Client Assessment,1,168741,479449,4.2,customer6-2,Banker72-2,Banker72-27
245,6,72,65631,0,7.2.2020,Cancel Request,1,168741,479449,4.2,customer6-2,Banker72-2,Banker72-27
246,3,72,0,0,7.2.2020,Request Loan,1,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-27
246,3,72,0,0,7.2.2020,Check Employee Eligibility,1,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-27
246,3,72,55456,0,7.2.2020,Record Loan Application Information,1,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-27
246,3,72,55456,0,7.2.2020,Check Amount Legality,1,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-27
246,3,72,55456,0,7.2.2020,Client Assessment,1,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-27
246,3,72,55456,0,7.2.2020,Cancel Request,1,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-27
247,5,73,0,0,7.2.2020,Request Loan,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
247,5,73,0,0,7.2.2020,Check Employee Eligibility,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
247,5,73,45948,0,7.2.2020,Record Loan Application Information,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
247,5,73,45948,0,7.2.2020,Check Amount Legality,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
247,5,73,45948,0,7.2.2020,Client Assessment,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
247,5,73,45948,0,7.2.2020,Cancel Request,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
248,5,72,0,0,7.2.2020,Request Loan,1,192788,479449,4.2,customer5-2,Banker72-2,Banker72-27
248,5,72,0,0,7.2.2020,Check Employee Eligibility,1,192788,479449,4.2,customer5-2,Banker72-2,Banker72-27
248,5,72,42137,0,7.2.2020,Record Loan Application Information,1,192788,479449,4.2,customer5-2,Banker72-2,Banker72-27
248,5,72,42137,0,7.2.2020,Check Amount Legality,1,192788,479449,4.2,customer5-2,Banker72-2,Banker72-27
248,5,72,42137,0,7.2.2020,Client Assessment,1,192788,479449,4.2,customer5-2,Banker72-2,Banker72-27
248,5,72,42137,0,7.2.2020,Cancel Request,1,192788,479449,4.2,customer5-2,Banker72-2,Banker72-27
249,5,73,0,0,7.2.2020,Request Loan,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
249,5,73,0,0,7.2.2020,Check Employee Eligibility,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
249,5,73,64913,0,7.2.2020,Record Loan Application Information,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
249,5,73,64913,0,7.2.2020,Check Amount Legality,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
249,5,73,64913,0,7.2.2020,Client Assessment,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
249,5,73,64913,0,7.2.2020,Cancel Request,2,192788,653707,4.4,customer5-2,Banker73-2,Banker73-27
250,6,73,0,0,8.2.2020,Request Loan,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
250,6,73,0,0,8.2.2020,Check Employee Eligibility,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
250,6,73,50691,0,8.2.2020,Record Loan Application Information,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
250,6,73,50691,0,8.2.2020,Check Amount Legality,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
250,6,73,50691,0,8.2.2020,Client Assessment,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
250,6,73,50691,0,8.2.2020,Cancel Request,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
251,3,72,0,0,8.2.2020,Request Loan,0,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-28
251,3,72,0,0,8.2.2020,Check Employee Eligibility,0,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-28
251,3,72,31759,0,8.2.2020,Record Loan Application Information,0,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-28
251,3,72,31759,0,8.2.2020,Check Amount Legality,0,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-28
251,3,72,31759,0,8.2.2020,Client Assessment,0,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-28
251,3,72,31759,0,8.2.2020,Cancel Request,0,199494,479449,4.2,Customer3-2,Banker72-2,Banker72-28
252,5,72,0,0,8.2.2020,Request Loan,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
252,5,72,0,0,8.2.2020,Check Employee Eligibility,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
252,5,72,42897,0,8.2.2020,Record Loan Application Information,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
252,5,72,42897,0,8.2.2020,Check Amount Legality,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
252,5,72,42897,0,8.2.2020,Client Assessment,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
252,5,72,42897,0,8.2.2020,Cancel Request,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
253,1,73,0,0,8.2.2020,Request Loan,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
253,1,73,0,0,8.2.2020,Check Employee Eligibility,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
253,1,73,44054,0,8.2.2020,Record Loan Application Information,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
253,1,73,44054,0,8.2.2020,Check Amount Legality,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
253,1,73,44054,0,8.2.2020,Client Assessment,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
253,1,73,44054,0,8.2.2020,Cancel Request,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
254,1,73,0,0,8.2.2020,Request Loan,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
254,1,73,0,0,8.2.2020,Check Employee Eligibility,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
254,1,73,40710,0,8.2.2020,Record Loan Application Information,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
254,1,73,40710,0,8.2.2020,Check Amount Legality,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
254,1,73,40710,0,8.2.2020,Client Assessment,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
254,1,73,40710,0,8.2.2020,Cancel Request,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-28
255,5,73,0,0,8.2.2020,Request Loan,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-28
255,5,73,0,0,8.2.2020,Check Employee Eligibility,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-28
255,5,73,31810,0,8.2.2020,Record Loan Application Information,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-28
255,5,73,31810,0,8.2.2020,Check Amount Legality,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-28
255,5,73,31810,0,8.2.2020,Client Assessment,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-28
255,5,73,31810,0,8.2.2020,Cancel Request,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-28
256,5,72,0,0,8.2.2020,Request Loan,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
256,5,72,0,0,8.2.2020,Check Employee Eligibility,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
256,5,72,69239,0,8.2.2020,Record Loan Application Information,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
256,5,72,69239,0,8.2.2020,Check Amount Legality,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
256,5,72,69239,0,8.2.2020,Client Assessment,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
256,5,72,69239,0,8.2.2020,Cancel Request,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
257,5,72,0,0,8.2.2020,Request Loan,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
257,5,72,0,0,8.2.2020,Check Employee Eligibility,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
257,5,72,27696,0,8.2.2020,Record Loan Application Information,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
257,5,72,27696,0,8.2.2020,Check Amount Legality,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
257,5,72,27696,0,8.2.2020,Client Assessment,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
257,5,72,27696,0,8.2.2020,Cancel Request,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-28
258,2,72,0,0,8.2.2020,Request Loan,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
258,2,72,0,0,8.2.2020,Check Employee Eligibility,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
258,2,72,68449,0,8.2.2020,Record Loan Application Information,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
258,2,72,68449,0,8.2.2020,Check Amount Legality,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
258,2,72,68449,0,8.2.2020,Client Assessment,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
258,2,72,68449,0,8.2.2020,Cancel Request,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
259,6,73,0,0,8.2.2020,Request Loan,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
259,6,73,0,0,8.2.2020,Check Employee Eligibility,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
259,6,73,47777,0,8.2.2020,Record Loan Application Information,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
259,6,73,47777,0,8.2.2020,Check Amount Legality,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
259,6,73,47777,0,8.2.2020,Client Assessment,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
259,6,73,47777,0,8.2.2020,Cancel Request,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-28
260,2,72,0,0,8.2.2020,Request Loan,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
260,2,72,0,0,8.2.2020,Check Employee Eligibility,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
260,2,72,51865,0,8.2.2020,Record Loan Application Information,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
260,2,72,51865,0,8.2.2020,Check Amount Legality,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
260,2,72,51865,0,8.2.2020,Client Assessment,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
260,2,72,51865,0,8.2.2020,Cancel Request,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-28
261,2,73,0,0,9.2.2020,Request Loan,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-29
261,2,73,0,0,9.2.2020,Check Employee Eligibility,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-29
261,2,73,53152,0,9.2.2020,Record Loan Application Information,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-29
261,2,73,53152,0,9.2.2020,Check Amount Legality,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-29
261,2,73,53152,0,9.2.2020,Client Assessment,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-29
261,2,73,53152,0,9.2.2020,Cancel Request,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-29
262,4,73,0,0,9.2.2020,Request Loan,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-29
262,4,73,0,0,9.2.2020,Check Employee Eligibility,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-29
262,4,73,52273,0,9.2.2020,Record Loan Application Information,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-29
262,4,73,52273,0,9.2.2020,Check Amount Legality,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-29
262,4,73,52273,0,9.2.2020,Client Assessment,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-29
262,4,73,52273,0,9.2.2020,Cancel Request,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-29
263,5,72,0,0,9.2.2020,Request Loan,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
263,5,72,0,0,9.2.2020,Check Employee Eligibility,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
263,5,72,53626,0,9.2.2020,Record Loan Application Information,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
263,5,72,53626,0,9.2.2020,Check Amount Legality,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
263,5,72,53626,0,9.2.2020,Client Assessment,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
263,5,72,53626,0,9.2.2020,Cancel Request,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
264,1,73,0,0,9.2.2020,Request Loan,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-29
264,1,73,0,0,9.2.2020,Check Employee Eligibility,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-29
264,1,73,62011,0,9.2.2020,Record Loan Application Information,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-29
264,1,73,62011,0,9.2.2020,Check Amount Legality,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-29
264,1,73,62011,0,9.2.2020,Client Assessment,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-29
264,1,73,62011,0,9.2.2020,Cancel Request,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-29
265,5,72,0,0,9.2.2020,Request Loan,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
265,5,72,0,0,9.2.2020,Check Employee Eligibility,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
265,5,72,53204,0,9.2.2020,Record Loan Application Information,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
265,5,72,53204,0,9.2.2020,Check Amount Legality,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
265,5,72,53204,0,9.2.2020,Client Assessment,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
265,5,72,53204,0,9.2.2020,Cancel Request,0,192788,479449,4.2,customer5-2,Banker72-2,Banker72-29
266,2,72,0,0,9.2.2020,Request Loan,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
266,2,72,0,0,9.2.2020,Check Employee Eligibility,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
266,2,72,27806,0,9.2.2020,Record Loan Application Information,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
266,2,72,27806,0,9.2.2020,Check Amount Legality,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
266,2,72,27806,0,9.2.2020,Client Assessment,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
266,2,72,27806,0,9.2.2020,Cancel Request,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
267,4,72,0,0,9.2.2020,Request Loan,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
267,4,72,0,0,9.2.2020,Check Employee Eligibility,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
267,4,72,66368,0,9.2.2020,Record Loan Application Information,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
267,4,72,66368,0,9.2.2020,Check Amount Legality,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
267,4,72,66368,0,9.2.2020,Client Assessment,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
267,4,72,66368,0,9.2.2020,Cancel Request,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
268,2,72,0,0,9.2.2020,Request Loan,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
268,2,72,0,0,9.2.2020,Check Employee Eligibility,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
268,2,72,53582,0,9.2.2020,Record Loan Application Information,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
268,2,72,53582,0,9.2.2020,Check Amount Legality,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
268,2,72,53582,0,9.2.2020,Client Assessment,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
268,2,72,53582,0,9.2.2020,Cancel Request,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
269,1,72,0,0,9.2.2020,Request Loan,0,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-29
269,1,72,0,0,9.2.2020,Check Employee Eligibility,0,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-29
269,1,72,44249,0,9.2.2020,Record Loan Application Information,0,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-29
269,1,72,44249,0,9.2.2020,Check Amount Legality,0,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-29
269,1,72,44249,0,9.2.2020,Client Assessment,0,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-29
269,1,72,44249,0,9.2.2020,Cancel Request,0,181860,479449,4.2,Customer1-2,Banker72-2,Banker72-29
270,2,72,0,0,9.2.2020,Request Loan,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
270,2,72,0,0,9.2.2020,Check Employee Eligibility,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
270,2,72,46427,0,9.2.2020,Record Loan Application Information,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
270,2,72,46427,0,9.2.2020,Check Amount Legality,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
270,2,72,46427,0,9.2.2020,Client Assessment,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
270,2,72,46427,0,9.2.2020,Cancel Request,0,198222,479449,4.2,Customer2-2,Banker72-2,Banker72-29
271,4,72,0,0,9.2.2020,Request Loan,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
271,4,72,0,0,9.2.2020,Check Employee Eligibility,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
271,4,72,62584,0,9.2.2020,Record Loan Application Information,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
271,4,72,62584,0,9.2.2020,Check Amount Legality,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
271,4,72,62584,0,9.2.2020,Client Assessment,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
271,4,72,62584,0,9.2.2020,Cancel Request,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-29
272,6,73,0,0,10.2.2020,Request Loan,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-210
272,6,73,0,0,10.2.2020,Check Employee Eligibility,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-210
272,6,73,66014,0,10.2.2020,Record Loan Application Information,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-210
272,6,73,66014,0,10.2.2020,Check Amount Legality,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-210
272,6,73,66014,0,10.2.2020,Client Assessment,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-210
272,6,73,66014,0,10.2.2020,Cancel Request,0,168741,653707,4.4,customer6-2,Banker73-2,Banker73-210
273,4,72,0,0,10.2.2020,Request Loan,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-210
273,4,72,0,0,10.2.2020,Check Employee Eligibility,0,192051,479449,4.2,Customer4-2,Banker72-2,Banker72-210
